,author,title,url,description,date,content
10,TIMESOFINDIA.COM,'He will take decision soon': Congress leader KC Venugopal on whether Rahul Gandhi will assume LoP position in Lok Sabha,https://timesofindia.indiatimes.com/india/he-will-take-decision-soon-congress-leader-kc-venugopal-on-whether-rahul-gandhi-will-assume-lop-position-in-lok-sabha/articleshow/110817568.cms,India News: NEW DELHI: Congress general secretary K C Venugopal on Saturday said the extended Congress Working Committee (CWC) had unanimously passed a resolution.,2024-06-08T09:45:53Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
11,PTI,"Poll result setback for BJP, INDIA bloc needs to be wary of Hindutva authoritarianism: CPI(M)",https://timesofindia.indiatimes.com/india/poll-result-setback-for-bjp-india-bloc-needs-to-be-wary-of-hindutva-authoritarianism-cpim/articleshow/110874801.cms,"The CPI(M) claims BJP's failure to secure a majority in the Lok Sabha polls signals a setback, urging vigilance against ""Hindutva authoritarianism"". Despite the INDIA bloc's focus on livelihood issues, the Left party expresses disappointment over its own perf…",2024-06-10T10:47:52Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
12,TNN,EAM Jaishankar: Terror export can't be policy of a good neighbour,https://timesofindia.indiatimes.com/india/eam-jaishankar-terror-export-cant-be-policy-of-a-good-neighbour/articleshow/110920398.cms,"S Jaishankar, who recently assumed the role of external affairs minister for the second time, addressed questions regarding India's relationship with Pakistan on Tuesday. He emphasized that cross-border terrorism cannot be the policy of a good neighbour. Jais…",2024-06-11T22:13:06Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
13,TNN,"'One nation, one poll' & UCC very much part of government agenda, asserts law mantri",https://timesofindia.indiatimes.com/india/one-nation-one-poll-ucc-very-much-part-of-government-agenda-asserts-law-mantri/articleshow/110920550.cms,"Arjun Ram Meghwal, upon taking office as the law and justice minister on Tuesday, affirmed that implementing a uniform civil code (UCC) and conducting simultaneous elections across the country were part of the government's plan. Both the UCC and 'one nation, …",2024-06-11T22:19:02Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
14,Mohua Chatterjee,RSS journal says poll results ‘reality check’ for ‘overconfident’ BJP netas,https://timesofindia.indiatimes.com/india/rss-journal-says-poll-results-reality-check-for-overconfident-bjp-netas/articleshow/110920378.cms,"The Lok Sabha poll results were a reality check for overconfident BJP workers and leaders, as highlighted by an article in the RSS organ 'Organiser'. The workers were not in touch with the ground reality despite PM Modi's aura and his target of 400-plus seats.",2024-06-11T22:14:35Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
15,TNN,Pavithra’s rise in Sandalwood tied to Darshan connect,https://timesofindia.indiatimes.com/india/pavithras-rise-in-sandalwood-tied-to-darshan-connect/articleshow/110920545.cms,"Pavithra Gowda, a fashion designer and model, gained fame in Sandalwood for her connection with Darshan, known as 'Challenging Star'. Her relationship with Darshan and conflicts with his wife Vijayalakshmi are highlighted.",2024-06-11T22:20:17Z,​10 animals with unique parenting behaviours​ A step-by-step guide on how to grow Lotus in a pot Places that look like straight out of a fairytale Mental clarity and more: 10 benefits of meditating everyday ​10 birds that exhibit the most advanced nest-building skills​ How to make 4 ingredient South-Indian Appam for breakfast 7 super-easy healthy breakfast ideas for each day of the week How to make Kerala's famous Neelbrigandi oil for amazing hair growth 8 most unique birds from around the world 10 fish species with extraordinary breathing adaptations
16,TNN,Kerala church: Firm belief new government will preserve secularism,https://timesofindia.indiatimes.com/india/kerala-church-firm-belief-new-government-will-preserve-secularism/articleshow/110920189.cms,India News: KOTTAYAM: Kerala's Malankara Orthodox Syrian Church has lauded the Narendra Modi-led NDA govt for taking its first decision after swearing-in related .,2024-06-11T21:40:45Z,​10 animals with unique parenting behaviours​ A step-by-step guide on how to grow Lotus in a pot Places that look like straight out of a fairytale Mental clarity and more: 10 benefits of meditating everyday ​10 birds that exhibit the most advanced nest-building skills​ How to make 4 ingredient South-Indian Appam for breakfast 7 super-easy healthy breakfast ideas for each day of the week How to make Kerala's famous Neelbrigandi oil for amazing hair growth 8 most unique birds from around the world 10 fish species with extraordinary breathing adaptations
17,Sanjay Khajuria,"Forces step up hunt for Reasi attackers, sketch of an ultra released",https://timesofindia.indiatimes.com/india/forces-step-up-hunt-for-reasi-attackers-sketch-of-an-ultra-released/articleshow/110923407.cms,"Security forces in Jammu and Rajouri districts are on high alert following an ambush on a pilgrim bus in Reasi. The attackers, suspected to be LeT terrorists, are believed to have fled to escape the search operation.",2024-06-12T00:00:32Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
18,Khushhal Kaushik,"Take custody, ensure lifelong medicare for mentally ill youth, High Court directs TN",https://timesofindia.indiatimes.com/india/take-custody-ensure-lifelong-medicare-for-mentally-ill-youth-high-court-directs-tn/articleshow/110919992.cms,"Madras high court directed the state to take a 20-year-old youth with mental health issues into custody, provide lifelong medicare, exercising parens patriae jurisdiction.",2024-06-11T20:57:45Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
19,Sanjay Khajuria,"High alert in Jammu, Rajouri over terrorist movement after Reasi attack",https://timesofindia.indiatimes.com/india/high-alert-in-jammu-rajouri-over-terrorist-movement-after-reasi-attack/articleshow/110919604.cms,"In the wake of intelligence reports suggesting that the terrorists responsible for the fatal attack on a pilgrim bus in Reasi on Sunday might have entered Jammu and Rajouri districts to evade the extensive search operation, security forces have bolstered thei…",2024-06-11T19:15:19Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
20,TNN,"Agriculture & rural development ministries will work as key links for Viksit Bharat, says Shivraj Singh Chouhan",https://timesofindia.indiatimes.com/india/agriculture-rural-development-ministries-will-work-as-key-links-for-viksit-bharat-says-shivraj-singh-chouhan/articleshow/110922160.cms,India News: NEW DELHI: Shivraj Singh Chouhan on Tuesday took charge of the agriculture and rural development ministries and said the two ministries would work as .,2024-06-11T23:01:06Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
21,TIMESOFINDIA.COM,Bill Gates congratulates Modi on becoming Prime Minister for third time,https://timesofindia.indiatimes.com/india/bill-gates-congratulates-modi-on-becoming-prime-minister-for-third-time/articleshow/110851659.cms,India News: NEW DELHI: Microsoft co-founder Bill Gates extended his congratulations to Narendra Modi for his third consecutive term as Prime Minister of India.,2024-06-09T16:47:44Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
22,TNN,5 accused of 1993 blast convict’s killing in jail sent to cop custody,https://timesofindia.indiatimes.com/india/5-accused-of-1993-blast-convicts-killing-in-jail-sent-to-cop-custody/articleshow/110854128.cms,"Kolhapur court granted eight-day police custody to the five men accused of murdering Munna, a 1993 Bombay serial blast convict, inside Kalamba Central Jail on June 2. Munna, convicted of assisting Tiger Memon in the blasts, was killed by inmates Saurabh Sidh,…",2024-06-09T20:18:31Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
23,PTI,President hosts banquet for neighbouring countries' leaders attending PM Modi's swearing-in ceremony,https://timesofindia.indiatimes.com/india/president-hosts-banquet-for-neighbouring-countries-leaders-attending-pm-modis-swearing-in-ceremony/articleshow/110853925.cms,"President Droupadi Murmu hosted a banquet at the Rashtrapati Bhavan for leaders of neighbouring countries attending PM Narendra Modi's swearing-in ceremony, wishing him success in his new role.",2024-06-09T19:43:44Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
24,PTI,Nirmala Sitharaman assumes charge of finance ministry,https://timesofindia.indiatimes.com/india/nirmala-sitharaman-assumes-charge-of-finance-ministry/articleshow/110928698.cms,"Nirmala Sitharaman assumes her role as finance minister for the second term, preparing to present the FY '25 Budget under Modi 3.0. Her tenure includes notable reforms, such as corporate tax cuts and economic packages during the pandemic. Sitharaman, a season…",2024-06-12T05:08:03Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
25,ANI,Swati Maliwal assault case: Bibhav Kumar moves Delhi HC for regular bail,https://timesofindia.indiatimes.com/india/swati-maliwal-assault-case-bibhav-kumar-moves-delhi-hc-for-regular-bail/articleshow/110945534.cms,"Recently, Delhi's Tis Hazari Court dismissed the regular bail plea of Bibhav Kumar. The Court dismissed the bail application in view of threats received by the victim, Swati Maliwal and apprehension of influencing the witnesses by the accused.",2024-06-12T14:31:09Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
26,PTI,SP to honour some defeated INDIA bloc candidates with 'sammansad' title: Akhilesh Yadav,https://timesofindia.indiatimes.com/india/sp-to-honour-some-defeated-india-bloc-candidates-with-sammansad-title-akhilesh-yadav/articleshow/110802495.cms,"India News: LUCKNOW: SP chief Akhilesh Yadav on Friday accused the BJP of ""administrative scams"" in the Lok Sabha elections on some seats in UP and announced that.",2024-06-07T14:51:48Z,10 stunning space images captured by NASA's telescope 12 animals with the most beautiful and expressive eyes ​10 laws to get ahead of 97% of people​ 10 reasons that make Rajaji Tiger Reserve a must-visit 7 oldest trees on Earth and where to spot them? 8 tips for children to sound smarter in conversations 8 books to read to become an expert in corporate ‘know-hows’ 10 tips to raise a smart kid Improve Your Concentration Skills with These 10 Effective Tips ​10 animals that can live without food and water for months​
27,M Saleem Pandit and Bharti Jain,2 cops among 4 government staffers sacked in Jammu and Kashmir for terror links,https://timesofindia.indiatimes.com/india/2-cops-among-4-government-staffers-sacked-in-jammu-and-kashmir-for-terror-links/articleshow/110826304.cms,"Jammu and Kashmir's administration sacked four employees over alleged terror links, including supply of ammunition to terrorists. The dismissals were ordered under Article 311(2) (c) by J&K LG Manoj Sinha after a background check by J&K CID.",2024-06-08T19:48:42Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
28,TNN,Kerala tops in share of spend on non-veg in food products: Survey,https://timesofindia.indiatimes.com/india/kerala-tops-in-share-of-spend-on-non-veg-in-food-products-survey/articleshow/110826987.cms,"Milk and milk products comprised a larger portion of total consumption in rural regions of Gujarat, Haryana, Madhya Pradesh, Punjab, Rajasthan, and Uttar Pradesh. Conversely, households in Kerala favored eggs, meat, and fish. The latest Household Consumption …",2024-06-08T22:21:15Z,"9 habits and exercises that help improve eyesight naturally 10 fishes that can be kept at home aquariums Clove Benefits: 10 great things mighty clove can do for your body Habits of women who are mentally strong, as per psychology How to make Desi Ghee Paneer Fried Rice for office lunch In pics: ‘Panchayat’ fame Jitendra Kumar’s aesthetic and minimal home How to make South Indian style overnight Poha for Summers ​10 yellow birds that are nature's treasures to humanity​ World’s top 10 largest national parks Top 10 architectural wonders in India"
