,author,title,url,description,date,content
10,Ioanna Lykiardopoulou,TNW Conference 2024: Building the world’s first medically-cleared contraceptive app,https://thenextweb.com/news/tnw-conference-2024-worlds-first-medically-cleared-contraceptive-app-natural-cycles,"With only a little over a week left till the TNW Conference in Amsterdam on June 20 and 21, we’re highlighting some of the sessions we’re most excited about. One of the talks I’m really looking forward to this year touches on a purpose very close to my heart:…",2024-06-12T13:57:50Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/tnw-conference-2024-worlds-first-medically-cleared-contraceptive-app-natural-cycles
11,Siôn Geschwindt,TNW Conference 2024: Bringing fallen ebike superstar VanMoof back to life,https://thenextweb.com/news/tnw-conference-2024-ebike-startup-vanmoof,"As we count down to TNW conference in Amsterdam on June 20 and 21, we’re profiling some of the sessions we’re most amped about. As a cycling fanatic, I’m eagerly anticipating my conversation with Eliott Wertheimer, who joined VanMoof as co-CEO last year to re…",2024-06-14T07:04:16Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/tnw-conference-2024-ebike-startup-vanmoof
12,Kirstie McDermott,"Everything you need to know about Finch, the latest programming language developed by MIT",https://thenextweb.com/news/everything-you-need-to-know-about-finch-the-latest-programming-language-developed-by-mit,"In May, a research team from MIT announced a new programming language, Finch. It’s designed to support both flexible control flow and diverse data structures. “Finch facilitates a programming model which resolves the challenges of computing over structured ar…",2024-06-13T12:57:45Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/everything-you-need-to-know-about-finch-the-latest-programming-language-developed-by-mit
13,Siôn Geschwindt,Highview Power secures £300M to build UK’s first liquid air battery,https://thenextweb.com/news/highview-power-funding-uk-liquid-air-battery,"UK scaleup Highview Power has secured £300mn to build a liquid air storage plant in Manchester.  The UK government’s Infrastructure Bank led the funding round. Investment bank Goldman Sachs, British energy firm Centrica, and mining giant Rio Tinto also took p…",2024-06-14T10:58:40Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/highview-power-funding-uk-liquid-air-battery
14,Andrii Degeler,"TNW Podcast: Behind the scenes of TNW Conference 2024; Dutch chips, Danish media, Chinese internet",https://thenextweb.com/news/behind-the-scenes-of-tnw-conference-2024-dutch-chips-danish-media-chinese-internet,"﻿ Welcome to the new episode of the TNW Podcast — the show where we discuss the latest developments in the European technology ecosystem and feature interviews with some of the most interesting people in the industry. In today’s episode, Ioanna and Andrii tal…",2024-06-12T14:34:56Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/behind-the-scenes-of-tnw-conference-2024-dutch-chips-danish-media-chinese-internet
15,Thomas Macaulay,"Stability AI launches Stable Diffusion 3, its ‘most sophisticated image generation model yet’",https://thenextweb.com/news/stability-ai-launches-stable-diffusion-3-image-generator,"Stability AI today launched Stable Diffusion 3 Medium, which the British startup calls its “most advanced text-to-image open model yet.” Comprised of 2 billion parameters, SD3 Medium promises photorealistic results without complex workflows. Crucially, the mo…",2024-06-12T13:00:18Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/stability-ai-launches-stable-diffusion-3-image-generator
16,Linnea Ahlgren,German VC unveils record-breaking €214M early-stage fund for deep tech,https://thenextweb.com/news/german-vc-early-stage-deep-tech-fund-record-breaking,We know from reports earlier this year that VC investment is once more on the rise for European startups. And the wave of optimism seems to be continuing — at least for the continent’s deep tech sector.  Munich’s Vsquared Ventures today announced the closing …,2024-06-11T16:57:28Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/german-vc-early-stage-deep-tech-fund-record-breaking
17,Siôn Geschwindt,World Ocean Day: Meet 3 tech startups protecting our seas,https://thenextweb.com/news/world-ocean-day-tech-startups-protecting-our-seas,"The ocean covers over 70% of our planet. It regulates the global climate, is home to 80% of life on Earth, acts as a carbon sink, and supports the livelihoods of billions of people. As an avid swimmer and surfer I also think the ocean is simply bloody magnifi…",2024-06-08T06:00:08Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/world-ocean-day-tech-startups-protecting-our-seas
18,Callum Booth,Mandatory ID for social media would solve some problems — but create a lot more,https://thenextweb.com/news/mandatory-id-social-media-problems,"Social media is central in many of our lives, but few would say that’s a good thing. Despite its initial promise, swathes of Europeans feel the technology has had a negative impact on society. While it promised to bring us together, the opposite has happened.…",2024-06-07T13:04:02Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/mandatory-id-social-media-problems
19,Linnea Ahlgren,TNW Conference 2024: Philosophical debate for AI ethics,https://thenextweb.com/news/tnw-conference-2024-dont-miss-philosophy-ai-ethics,"This year’s edition of TNW Conference is right around the corner — along with summer, we hope. We have a spectacular line-up of speakers and we cannot wait to share the special atmosphere that sets TNW apart from other tech conferences out there with you. Lea…",2024-06-07T17:15:04Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/tnw-conference-2024-dont-miss-philosophy-ai-ethics
20,Thomas Macaulay,How Vinted survived collapse to become the first profitable ‘pre-loved’ clothing site,https://thenextweb.com/news/vinted-ceo-thomas-plagenta-interview-second-hand-fashion,"This article features an interview with Vinted CEO Thomas Plantenga, who is speaking at TNW Conference on June 21. Check out the full event schedule here. Vinted CEO Thomas Plantenga has reason to celebrate. His company recently became the first “pre-loved” c…",2024-06-11T16:32:42Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/vinted-ceo-thomas-plagenta-interview-second-hand-fashion
21,Siôn Geschwindt,"NATO backs UK startup building ultralight materials for rockets, fighter jets — and F1 cars",https://thenextweb.com/news/nato-uk-startup-icomat-ultralight-materials-rockets-planes-cars,"NATO’s Innovation Fund has co-led a $22.5mn (€21mn) investment into iCOMAT, a UK startup building ultralight composites for the aerospace, automotive, and defence sectors. NATO’s fund has a budget of €1bn to back startups developing deep tech for defence and …",2024-06-07T12:32:49Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/nato-uk-startup-icomat-ultralight-materials-rockets-planes-cars
22,Linnea Ahlgren,"European telecoms leading the way in quantum tech adoption, report finds",https://thenextweb.com/news/european-telecoms-quantum-adoption,"Say quantum technologies and most people probably still imagine something decades into the future. But, as a new report released today demonstrates, quantum is already here — especially as it relates to the telecom industry.  After years of incremental progre…",2024-06-12T09:58:26Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/european-telecoms-quantum-adoption
23,Siôn Geschwindt,NATO funds German startup building autonomous war robots,https://thenextweb.com/news/nato-german-startup-autonomous-war-robots,"NATO’s Innovation Fund (NIF) has led a €9mn seed investment into German startup ARX Robotics, which builds unmanned ground robots for the battlefield.   The startup’s war bots look like small tanks — but without guns. The vehicles drive around on treads, and …",2024-06-10T10:26:32Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/nato-german-startup-autonomous-war-robots
24,Linnea Ahlgren,Dutch home-building platform lands €1.1M to help solve housing crisis,https://thenextweb.com/news/dutch-home-building-platform-haaven-solve-housing-crisis,"Just last month, the Guardian described the housing crisis in Amsterdam as “next level.” And things are not much better across Europe as a whole. Prices and rents are soaring across the continent, and the lack of availability is staggering.  A Dutch startup w…",2024-06-11T07:00:11Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/dutch-home-building-platform-haaven-solve-housing-crisis
25,Siôn Geschwindt,UK startup uses AI to discover new rare earth-free magnet for EVs,https://thenextweb.com/news/uk-startup-ai-to-discover-new-materials-rare-earth-free-magnet,"A UK startup has used an AI algorithm to identify a previously unknown kind of rare-earth free magnet, in a potential breakthrough for how we discover and create new materials. Materials Nexus, headquartered in London, used its machine learning algorithm to i…",2024-06-11T11:00:19Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/uk-startup-ai-to-discover-new-materials-rare-earth-free-magnet
26,Kirstie McDermott,"Everything you need to know about Finch, the latest programming language developed by MIT",https://thenextweb.com/news/everything-know-about-finch-latest-programming-language-mit,"In May, a research team from MIT announced a new programming language. Finch, its creators say, is “a simple bytecode interpreted, purely object-oriented, prototype-based, dynamically-typed programming language.” Not to be confused with the Swedish fintech of…",2024-06-11T09:04:04Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/everything-know-about-finch-latest-programming-language-mit
27,Ioanna Lykiardopoulou,French AI darling Mistral reportedly almost triples valuation to €5.8B,https://thenextweb.com/news/french-ai-mistral-reportedly-almost-triples-valuation,"France’s (and Europe’s) GenAI darling Mistral has reportedly almost tripled its valuation, reaching €5.8bn. First reported by Sifted and later confirmed by the Financial Times, the Paris-based startup has raised a €468mn equity funding round, led by DST globa…",2024-06-11T12:37:01Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/french-ai-mistral-reportedly-almost-triples-valuation
28,Siôn Geschwindt,4 innovations to spur Europe’s energy transition — and cut reliance on China,https://thenextweb.com/news/tech-innovation-europe-energy-transition-cut-reliance-on-china,"Clean energy production from sources like nuclear, wind, and solar reached record levels in 2023, meeting over two-thirds of the EU’s electricity demand.  Despite the progress, the Union must prioritise investments in innovative clean technologies that reduce…",2024-06-14T15:20:47Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/tech-innovation-europe-energy-transition-cut-reliance-on-china
29,Thomas Macaulay,An AI artist has exposed our broken food system — and a way to fix it,https://thenextweb.com/news/ai-artist-exposes-broken-food-system-tnw-conference,"This article features an interview with Jeroen van der Most, who is speaking at TNW Conference on June 21. Check out the full event schedule here. The generative AI boom is a double-edged sword for artists. On one side, the tech threatens to replace the futur…",2024-06-14T16:05:55Z,Error: 403 Client Error: Forbidden for url: https://thenextweb.com/news/ai-artist-exposes-broken-food-system-tnw-conference
